project	sample	alias	accession	center	platform	instrument	library	layout	description	fastq_se_md5	fastq_se_ftp	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_se	fastq_r1	fastq_r2
PRJEB26599	BBS014	Whole-genome sequence reads of BBS014 sample	ERR2640217	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS014 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	5e7c5291b27271249a54c46fe6769467	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/007/ERR2640217/ERR2640217.fastq.gz	601dcf8e288cad0061afb91f1246190e	cbeefd33e35d11e4178f62eedda833a1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/007/ERR2640217/ERR2640217_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/007/ERR2640217/ERR2640217_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640217_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640217_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640217_r2.fastq.gz
PRJEB26599	BBS017	Whole-genome sequence reads of BBS017 sample	ERR2640218	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	Whole-genome sequence reads of BBS017 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	9a359b9cb9bd838729c80c65d8a17f9d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/008/ERR2640218/ERR2640218.fastq.gz	20e480ee330163076bb7fb7595ad77d4	404a6c132b3a701b6c8f6d68fb5cc78c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/008/ERR2640218/ERR2640218_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/008/ERR2640218/ERR2640218_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640218_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640218_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640218_r2.fastq.gz
PRJEB26599	BBS015	Whole-genome sequence reads of BBS015 sample	ERR2640219	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS015 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	546d5756d365ad79d35fbc2ae55d9e29	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/009/ERR2640219/ERR2640219.fastq.gz	c05fe4287edad182bccf4034ff281887	bec241dd6ace0728035db5afb47a89d2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/009/ERR2640219/ERR2640219_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/009/ERR2640219/ERR2640219_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640219_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640219_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640219_r2.fastq.gz
PRJEB26599	BBS023	Whole-genome sequence reads of BBS023 sample	ERR2640220	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS023 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	d89437bf7d29035f1f21052b6670cf1b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/000/ERR2640220/ERR2640220.fastq.gz	82011f2bed2db9be22b9759b39666926	6abf327f80fbbdd4aeb3c5acd1d88d4b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/000/ERR2640220/ERR2640220_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/000/ERR2640220/ERR2640220_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640220_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640220_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640220_r2.fastq.gz
PRJEB26599	BBS025	Whole-genome sequence reads of BBS025 sample	ERR2640221	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS025 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	92292e12e25a4ce053806dec94cb3ef8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/001/ERR2640221/ERR2640221.fastq.gz	593747e805f014cceed7e857da4a217e	3d82ea98eeebdec36c4141124c7f5fd7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/001/ERR2640221/ERR2640221_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/001/ERR2640221/ERR2640221_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640221_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640221_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640221_r2.fastq.gz
PRJEB26599	BBS027	Whole-genome sequence reads of BBS027 sample	ERR2640222	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS027 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	a871464d38410e8c16b7f97ade68f275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/002/ERR2640222/ERR2640222.fastq.gz	9e8784b82f7f107c3313dbef3c96390d	b0a493956076ece2ce2dfbe916c292ab	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/002/ERR2640222/ERR2640222_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/002/ERR2640222/ERR2640222_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640222_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640222_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640222_r2.fastq.gz
PRJEB26599	BBS028	Whole-genome sequence reads of BBS028 sample	ERR2640223	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS028 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	11f547c163adf832fca1b244e63bcdab	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/003/ERR2640223/ERR2640223.fastq.gz	ce0a1ec89be3a9a340017ed0772273a6	dc7a92dc89b72f3e3b0f0556fa5e118e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/003/ERR2640223/ERR2640223_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/003/ERR2640223/ERR2640223_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640223_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640223_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640223_r2.fastq.gz
PRJEB26599	BBS038	Whole-genome sequence reads of BBS038 sample	ERR2640225	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS038 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	2d59d075a9c7982295e46ac270c37cc4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/005/ERR2640225/ERR2640225.fastq.gz	71c784655800f3c8d60e51e481c63cfa	0ad13c9bc1250de138bd83d0e4031fc3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/005/ERR2640225/ERR2640225_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/005/ERR2640225/ERR2640225_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640225_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640225_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640225_r2.fastq.gz
PRJEB26599	BBS039	Whole-genome sequence reads of BBS039 sample	ERR2640226	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS039 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	d3642acd62ae33d73efc0a5a1b1c0ccd	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/006/ERR2640226/ERR2640226.fastq.gz	6a8352b1971d9a9e0186885b2d3ffbf8	dc8b6369e2711cecc06d0b84e33f609b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/006/ERR2640226/ERR2640226_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/006/ERR2640226/ERR2640226_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640226_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640226_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640226_r2.fastq.gz
PRJEB26599	BBS021	Whole-genome sequence reads of BBS021 sample	ERR2640227	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2500	Whole-genome sequence reads of BBS021 sample	PAIRED	Whole genome shotgun sequencing data of 13 individuals from Bubi people, a population from Bioko Island (Guinea)	57dc887c8a568060521fd30e8a288e12	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/007/ERR2640227/ERR2640227.fastq.gz	e7ae9fac702ecfbc97cef3f6491d5502	6bb0fcd739cf42485bdf229ce6bd257a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/007/ERR2640227/ERR2640227_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR264/007/ERR2640227/ERR2640227_2.fastq.gz	data/source/PRJEB26599/fastq/ERR2640227_se.fastq.gz	data/source/PRJEB26599/fastq/ERR2640227_r1.fastq.gz	data/source/PRJEB26599/fastq/ERR2640227_r2.fastq.gz
