CRAM_FILE	CRAM_MD5	CRAI_FILE	CRAI_MD5	BAS_FILE	BAS_MD5	Sample	Population
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306338/alignment/SC_GMFUL5306338.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	c4a711e9e3ea55d92514fe09ef1e0ad9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306338/alignment/SC_GMFUL5306338.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	7f22633d276c7e758e0c591b2b7c9953	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306338/alignment/SC_GMFUL5306338.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	8dbb9b95f52b066d36e3ba8997502d57	SC_GMFUL5306338	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306339/alignment/SC_GMFUL5306339.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	01af49fd2862d13989435b0df82f5cf7	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306339/alignment/SC_GMFUL5306339.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	db746dd46b68ad41de36f9ff13f65676	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306339/alignment/SC_GMFUL5306339.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	f3cc6a10a9ab41ba8f622a1a2d93d5ba	SC_GMFUL5306339	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306340/alignment/SC_GMFUL5306340.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	bfec5b5f9e91890f555ab18f425e9a1d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306340/alignment/SC_GMFUL5306340.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	09a528fb4727b7f8c9dac139ee403b92	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306340/alignment/SC_GMFUL5306340.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	43488ffef5179b7fe11c062a4c3b5047	SC_GMFUL5306340	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306341/alignment/SC_GMFUL5306341.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	1cc9590796301138d783f200c5b58c3d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306341/alignment/SC_GMFUL5306341.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	b4e4a0e8410c53323ed9aa760d4f6be4	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306341/alignment/SC_GMFUL5306341.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	a0f66137c0bce33e32fff778339bd3a5	SC_GMFUL5306341	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306343/alignment/SC_GMFUL5306343.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	6c333470112fffd95603eca63452ef15	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306343/alignment/SC_GMFUL5306343.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	bc922ff1a58cf203a1db83619dd9acf5	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306343/alignment/SC_GMFUL5306343.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	e89a54f688c084a0748c9915265b5e94	SC_GMFUL5306343	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306344/alignment/SC_GMFUL5306344.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	7e2f6d534e38eee323004efb95bbf43d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306344/alignment/SC_GMFUL5306344.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	4759cc6d4a22eee2790add6965ce907b	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306344/alignment/SC_GMFUL5306344.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	5c39e3e9517e40c38ab0110c34720fb6	SC_GMFUL5306344	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306345/alignment/SC_GMFUL5306345.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	fc2079b38e51cbdf5bef059fa3de447b	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306345/alignment/SC_GMFUL5306345.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	a5cd32bf253c7b026075e56b77d6b515	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306345/alignment/SC_GMFUL5306345.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	73e5a07daa87f7eac25559eb3710a815	SC_GMFUL5306345	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306346/alignment/SC_GMFUL5306346.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	ff6bd0df41f521ad6f9f0212488da213	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306346/alignment/SC_GMFUL5306346.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	6e1b9eb577070c15c60326c69568ff4d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306346/alignment/SC_GMFUL5306346.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	cda7283e5a9607703298e184be0a058a	SC_GMFUL5306346	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306347/alignment/SC_GMFUL5306347.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	feb9e3f0d11034b1e9dc3242ed562d10	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306347/alignment/SC_GMFUL5306347.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	cc8bb6b8f5acdf876563298468053ceb	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306347/alignment/SC_GMFUL5306347.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	7c9aace38e498331e1c8dd643d4d2c0e	SC_GMFUL5306347	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306348/alignment/SC_GMFUL5306348.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	f4cd393fb34504fde0b2b18e43cba61a	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306348/alignment/SC_GMFUL5306348.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	0b4a77f3973e799504da56e312c51a76	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306348/alignment/SC_GMFUL5306348.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	39f859e2dc195254e193707c6e988f84	SC_GMFUL5306348	Gambian in Western Division, The Gambia - Fula
